start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4 with read ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3791 with read ROI [5700:10700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [5700:10700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/64 with read ROI [10700:15700, 4368:8368, 12368:16368] (5000, 4000, 4000) and write ROI [10700:15700, 4368:8368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1152 with read ROI [10700:15700, 8368:12368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 8368:12368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/472 with read ROI [10700:15700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [10700:15700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/250 with read ROI [10700:15700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [10700:15700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/411 with read ROI [10700:15700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [10700:15700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1197 with read ROI [10700:15700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2092 with read ROI [10700:15700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3356 with read ROI [10700:15700, 40368:44368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 40368:44368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1647 with read ROI [10700:15700, 48368:52368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3063 with read ROI [10700:15700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3431 with read ROI [10700:15700, 60368:63624, 36368:40368] (5000, 3256, 4000) and write ROI [10700:15700, 60368:63624, 36368:40368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/978 with read ROI [15700:20700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/183 with read ROI [15700:20700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1558 with read ROI [15700:20700, 8368:12368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 8368:12368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/151 with read ROI [15700:20700, 16368:20368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2055 with read ROI [15700:20700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 16368:20368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1810 with read ROI [15700:20700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/513 with read ROI [15700:20700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2669 with read ROI [15700:20700, 32368:36368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2394 with read ROI [15700:20700, 40368:44368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3762 with read ROI [15700:20700, 44368:48368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2739 with read ROI [15700:20700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2456 with read ROI [15700:20700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/305 with read ROI [20700:25700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/585 with read ROI [20700:25700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1001 with read ROI [20700:25700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/413 with read ROI [20700:25700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1599 with read ROI [20700:25700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/898 with read ROI [20700:25700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2119 with read ROI [20700:25700, 36368:40368, 36368:40368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/940 with read ROI [20700:25700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1297 with read ROI [20700:25700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2794 with read ROI [20700:25700, 60368:63624, 20368:24368] (5000, 3256, 4000) and write ROI [20700:25700, 60368:63624, 20368:24368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/82 with read ROI [25700:30700, 4368:8368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1002 with read ROI [25700:30700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2341 with read ROI [25700:30700, 12368:16368, 60368:63624] (5000, 4000, 3256) and write ROI [25700:30700, 12368:16368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2074 with read ROI [25700:30700, 16368:20368, 52368:56368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/526 with read ROI [25700:30700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1623 with read ROI [25700:30700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1079 with read ROI [25700:30700, 36368:40368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1665 with read ROI [25700:30700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1488 with read ROI [25700:30700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3452 with read ROI [25700:30700, 52368:56368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5155 with read ROI [25700:30700, 56368:60368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7985 with read ROI [25700:30700, 60368:63624, 60368:63624] (5000, 3256, 3256) and write ROI [25700:30700, 60368:63624, 60368:63624] (5000, 3256, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/996 with read ROI [30700:35700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [30700:35700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/207 with read ROI [30700:35700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/867 with read ROI [30700:35700, 12368:16368, 28368:32368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1391 with read ROI [30700:35700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2672 with read ROI [30700:35700, 20368:24368, 52368:56368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2121 with read ROI [30700:35700, 28368:32368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4171 with read ROI [30700:35700, 32368:36368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1282 with read ROI [30700:35700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5598 with read ROI [30700:35700, 40368:44368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 40368:44368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5615 with read ROI [30700:35700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2796 with read ROI [30700:35700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [30700:35700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3492 with read ROI [30700:35700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6221 with read ROI [30700:35700, 60368:63624, 44368:48368] (5000, 3256, 4000) and write ROI [30700:35700, 60368:63624, 44368:48368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1575 with read ROI [35700:40700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/416 with read ROI [35700:40700, 8368:12368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/517 with read ROI [35700:40700, 12368:16368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1403 with read ROI [35700:40700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2685 with read ROI [35700:40700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/792 with read ROI [35700:40700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/807 with read ROI [35700:40700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1112 with read ROI [35700:40700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4220 with read ROI [35700:40700, 40368:44368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 40368:44368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1737 with read ROI [35700:40700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3871 with read ROI [35700:40700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2284 with read ROI [35700:40700, 60368:63624, 368:4368] (5000, 3256, 4000) and write ROI [35700:40700, 60368:63624, 368:4368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/264 with read ROI [40700:45700, 368:4368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1184 with read ROI [40700:45700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/349 with read ROI [40700:45700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/529 with read ROI [40700:45700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2386 with read ROI [40700:45700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3753 with read ROI [40700:45700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1097 with read ROI [40700:45700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/960 with read ROI [40700:45700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1301 with read ROI [40700:45700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3455 with read ROI [40700:45700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1989 with read ROI [40700:45700, 48368:52368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5695 with read ROI [40700:45700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3938 with read ROI [40700:45700, 60368:63624, 16368:20368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 16368:20368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/219 with read ROI [45700:50700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1204 with read ROI [45700:50700, 4368:8368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2099 with read ROI [45700:50700, 8368:12368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 8368:12368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/555 with read ROI [45700:50700, 16368:20368, 368:4368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4160 with read ROI [45700:50700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 16368:20368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4609 with read ROI [45700:50700, 20368:24368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 20368:24368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4624 with read ROI [45700:50700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2762 with read ROI [45700:50700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2480 with read ROI [45700:50700, 36368:40368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 36368:40368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2499 with read ROI [45700:50700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4279 with read ROI [45700:50700, 44368:48368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 44368:48368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4735 with read ROI [45700:50700, 48368:52368, 32368:36368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6807 with read ROI [45700:50700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 44368:48368] (5000, 4000, 4000)
