start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1 with read ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/106 with read ROI [5700:10700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/845 with read ROI [5700:10700, 24368:28368, 36368:40368] (5000, 4000, 4000) and write ROI [5700:10700, 24368:28368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/606 with read ROI [5700:10700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1586 with read ROI [5700:10700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/747 with read ROI [5700:10700, 40368:44368, 16368:20368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3343 with read ROI [5700:10700, 40368:44368, 60368:63624] (5000, 4000, 3256) and write ROI [5700:10700, 40368:44368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/908 with read ROI [5700:10700, 48368:52368, 12368:16368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/666 with read ROI [5700:10700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2721 with read ROI [5700:10700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [5700:10700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5593 with read ROI [5700:10700, 60368:63624, 60368:63624] (5000, 3256, 3256) and write ROI [5700:10700, 60368:63624, 60368:63624] (5000, 3256, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/821 with read ROI [10700:15700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/572 with read ROI [10700:15700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [10700:15700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/143 with read ROI [10700:15700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [10700:15700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/150 with read ROI [10700:15700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [10700:15700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/493 with read ROI [10700:15700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2062 with read ROI [10700:15700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1026 with read ROI [10700:15700, 32368:36368, 28368:32368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2680 with read ROI [10700:15700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [10700:15700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3747 with read ROI [10700:15700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [10700:15700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3761 with read ROI [10700:15700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5082 with read ROI [10700:15700, 52368:56368, 60368:63624] (5000, 4000, 3256) and write ROI [10700:15700, 52368:56368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5594 with read ROI [10700:15700, 56368:60368, 60368:63624] (5000, 4000, 3256) and write ROI [10700:15700, 56368:60368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/29 with read ROI [15700:20700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/48 with read ROI [15700:20700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/238 with read ROI [15700:20700, 8368:12368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 8368:12368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/840 with read ROI [15700:20700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/325 with read ROI [15700:20700, 20368:24368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 20368:24368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/864 with read ROI [15700:20700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [15700:20700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2983 with read ROI [15700:20700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [15700:20700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2093 with read ROI [15700:20700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [15700:20700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/910 with read ROI [15700:20700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2118 with read ROI [15700:20700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2708 with read ROI [15700:20700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1469 with read ROI [15700:20700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1910 with read ROI [15700:20700, 52368:56368, 20368:24368] (5000, 4000, 4000) and write ROI [15700:20700, 52368:56368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1125 with read ROI [15700:20700, 56368:60368, 368:4368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5630 with read ROI [15700:20700, 60368:63624, 52368:56368] (5000, 3256, 4000) and write ROI [15700:20700, 60368:63624, 52368:56368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/54 with read ROI [20700:25700, 4368:8368, 368:4368] (5000, 4000, 4000) and write ROI [20700:25700, 4368:8368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/841 with read ROI [20700:25700, 8368:12368, 40368:44368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/260 with read ROI [20700:25700, 16368:20368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1018 with read ROI [20700:25700, 20368:24368, 32368:36368] (5000, 4000, 4000) and write ROI [20700:25700, 20368:24368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2659 with read ROI [20700:25700, 24368:28368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/537 with read ROI [20700:25700, 32368:36368, 4368:8368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/775 with read ROI [20700:25700, 36368:40368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3385 with read ROI [20700:25700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3400 with read ROI [20700:25700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1487 with read ROI [20700:25700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4652 with read ROI [20700:25700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6159 with read ROI [20700:25700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/306 with read ROI [25700:30700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/842 with read ROI [25700:30700, 4368:8368, 40368:44368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/206 with read ROI [25700:30700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/730 with read ROI [25700:30700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/876 with read ROI [25700:30700, 20368:24368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 20368:24368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2985 with read ROI [25700:30700, 20368:24368, 60368:63624] (5000, 4000, 3256) and write ROI [25700:30700, 20368:24368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/763 with read ROI [25700:30700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [25700:30700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1867 with read ROI [25700:30700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3035 with read ROI [25700:30700, 36368:40368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1110 with read ROI [25700:30700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2758 with read ROI [25700:30700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/6160 with read ROI [25700:30700, 52368:56368, 56368:60368] (5000, 4000, 4000) and write ROI [25700:30700, 52368:56368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3140 with read ROI [25700:30700, 60368:63624, 20368:24368] (5000, 3256, 4000) and write ROI [25700:30700, 60368:63624, 20368:24368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/154 with read ROI [30700:35700, 4368:8368, 4368:8368] (5000, 4000, 4000) and write ROI [30700:35700, 4368:8368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/858 with read ROI [30700:35700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1191 with read ROI [30700:35700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [30700:35700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2986 with read ROI [30700:35700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 16368:20368, 60368:63624] (5000, 4000, 3256)
