start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/560 with read ROI [700:5700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2053 with read ROI [5700:10700, 24368:28368, 60368:63624] (5000, 4000, 3256) and write ROI [5700:10700, 24368:28368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/211 with read ROI [5700:10700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/276 with read ROI [5700:10700, 36368:40368, 368:4368] (5000, 4000, 4000) and write ROI [5700:10700, 36368:40368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/431 with read ROI [5700:10700, 40368:44368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 40368:44368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2103 with read ROI [5700:10700, 44368:48368, 40368:44368] (5000, 4000, 4000) and write ROI [5700:10700, 44368:48368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1232 with read ROI [5700:10700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [5700:10700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/786 with read ROI [5700:10700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [5700:10700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/953 with read ROI [5700:10700, 60368:63624, 368:4368] (5000, 3256, 4000) and write ROI [5700:10700, 60368:63624, 368:4368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/125 with read ROI [10700:15700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/372 with read ROI [10700:15700, 4368:8368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 4368:8368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/692 with read ROI [10700:15700, 8368:12368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 8368:12368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/243 with read ROI [10700:15700, 16368:20368, 16368:20368] (5000, 4000, 4000) and write ROI [10700:15700, 16368:20368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1170 with read ROI [10700:15700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1178 with read ROI [10700:15700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [10700:15700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/617 with read ROI [10700:15700, 32368:36368, 16368:20368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/737 with read ROI [10700:15700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/873 with read ROI [10700:15700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2081 with read ROI [10700:15700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [10700:15700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1851 with read ROI [10700:15700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [10700:15700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2693 with read ROI [10700:15700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [10700:15700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3383 with read ROI [10700:15700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [10700:15700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1107 with read ROI [10700:15700, 56368:60368, 4368:8368] (5000, 4000, 4000) and write ROI [10700:15700, 56368:60368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/464 with read ROI [15700:20700, 368:4368, 40368:44368] (5000, 4000, 4000) and write ROI [15700:20700, 368:4368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/74 with read ROI [15700:20700, 8368:12368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 8368:12368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1354 with read ROI [15700:20700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/847 with read ROI [15700:20700, 16368:20368, 36368:40368] (5000, 4000, 4000) and write ROI [15700:20700, 16368:20368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/503 with read ROI [15700:20700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [15700:20700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2082 with read ROI [15700:20700, 28368:32368, 48368:52368] (5000, 4000, 4000) and write ROI [15700:20700, 28368:32368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/536 with read ROI [15700:20700, 36368:40368, 4368:8368] (5000, 4000, 4000) and write ROI [15700:20700, 36368:40368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1865 with read ROI [15700:20700, 40368:44368, 32368:36368] (5000, 4000, 4000) and write ROI [15700:20700, 40368:44368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1092 with read ROI [15700:20700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4183 with read ROI [15700:20700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [15700:20700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5612 with read ROI [15700:20700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [15700:20700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/98 with read ROI [20700:25700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1344 with read ROI [20700:25700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [20700:25700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/190 with read ROI [20700:25700, 8368:12368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 8368:12368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/318 with read ROI [20700:25700, 12368:16368, 16368:20368] (5000, 4000, 4000) and write ROI [20700:25700, 12368:16368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2064 with read ROI [20700:25700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [20700:25700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/514 with read ROI [20700:25700, 24368:28368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 24368:28368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1039 with read ROI [20700:25700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1222 with read ROI [20700:25700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [20700:25700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1635 with read ROI [20700:25700, 36368:40368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 36368:40368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3034 with read ROI [20700:25700, 40368:44368, 44368:48368] (5000, 4000, 4000) and write ROI [20700:25700, 40368:44368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5084 with read ROI [20700:25700, 44368:48368, 60368:63624] (5000, 4000, 3256) and write ROI [20700:25700, 44368:48368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1697 with read ROI [20700:25700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2757 with read ROI [20700:25700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [20700:25700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3848 with read ROI [20700:25700, 60368:63624, 32368:36368] (5000, 3256, 4000) and write ROI [20700:25700, 60368:63624, 32368:36368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/475 with read ROI [25700:30700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [25700:30700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/995 with read ROI [25700:30700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [25700:30700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1363 with read ROI [25700:30700, 8368:12368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 8368:12368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/601 with read ROI [25700:30700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [25700:30700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/866 with read ROI [25700:30700, 16368:20368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 16368:20368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/751 with read ROI [25700:30700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3737 with read ROI [25700:30700, 28368:32368, 60368:63624] (5000, 4000, 3256) and write ROI [25700:30700, 28368:32368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/670 with read ROI [25700:30700, 36368:40368, 368:4368] (5000, 4000, 4000) and write ROI [25700:30700, 36368:40368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2725 with read ROI [25700:30700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [25700:30700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2441 with read ROI [25700:30700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [25700:30700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4653 with read ROI [25700:30700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [25700:30700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2495 with read ROI [25700:30700, 56368:60368, 16368:20368] (5000, 4000, 4000) and write ROI [25700:30700, 56368:60368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/5175 with read ROI [25700:30700, 60368:63624, 40368:44368] (5000, 3256, 4000) and write ROI [25700:30700, 60368:63624, 40368:44368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1798 with read ROI [30700:35700, 368:4368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 368:4368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/406 with read ROI [30700:35700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2651 with read ROI [30700:35700, 12368:16368, 60368:63624] (5000, 4000, 3256) and write ROI [30700:35700, 12368:16368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2361 with read ROI [30700:35700, 16368:20368, 52368:56368] (5000, 4000, 4000) and write ROI [30700:35700, 16368:20368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2997 with read ROI [30700:35700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [30700:35700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1066 with read ROI [30700:35700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [30700:35700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/927 with read ROI [30700:35700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [30700:35700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3051 with read ROI [30700:35700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [30700:35700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1128 with read ROI [30700:35700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [30700:35700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3453 with read ROI [30700:35700, 48368:52368, 32368:36368] (5000, 4000, 4000) and write ROI [30700:35700, 48368:52368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2516 with read ROI [30700:35700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [30700:35700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/119 with read ROI [35700:40700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/603 with read ROI [35700:40700, 4368:8368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 4368:8368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1021 with read ROI [35700:40700, 8368:12368, 32368:36368] (5000, 4000, 4000) and write ROI [35700:40700, 8368:12368, 32368:36368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1392 with read ROI [35700:40700, 12368:16368, 36368:40368] (5000, 4000, 4000) and write ROI [35700:40700, 12368:16368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2373 with read ROI [35700:40700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/553 with read ROI [35700:40700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [35700:40700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1883 with read ROI [35700:40700, 28368:32368, 28368:32368] (5000, 4000, 4000) and write ROI [35700:40700, 28368:32368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3403 with read ROI [35700:40700, 32368:36368, 44368:48368] (5000, 4000, 4000) and write ROI [35700:40700, 32368:36368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4203 with read ROI [35700:40700, 36368:40368, 48368:52368] (5000, 4000, 4000) and write ROI [35700:40700, 36368:40368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2778 with read ROI [35700:40700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [35700:40700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1988 with read ROI [35700:40700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [35700:40700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2838 with read ROI [35700:40700, 56368:60368, 12368:16368] (5000, 4000, 4000) and write ROI [35700:40700, 56368:60368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/164 with read ROI [40700:45700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [40700:45700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/869 with read ROI [40700:45700, 4368:8368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 4368:8368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/623 with read ROI [40700:45700, 8368:12368, 16368:20368] (5000, 4000, 4000) and write ROI [40700:45700, 8368:12368, 16368:20368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2674 with read ROI [40700:45700, 12368:16368, 52368:56368] (5000, 4000, 4000) and write ROI [40700:45700, 12368:16368, 52368:56368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/659 with read ROI [40700:45700, 20368:24368, 4368:8368] (5000, 4000, 4000) and write ROI [40700:45700, 20368:24368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1884 with read ROI [40700:45700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1474 with read ROI [40700:45700, 32368:36368, 12368:16368] (5000, 4000, 4000) and write ROI [40700:45700, 32368:36368, 12368:16368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3815 with read ROI [40700:45700, 36368:40368, 40368:44368] (5000, 4000, 4000) and write ROI [40700:45700, 36368:40368, 40368:44368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4674 with read ROI [40700:45700, 40368:44368, 44368:48368] (5000, 4000, 4000) and write ROI [40700:45700, 40368:44368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2242 with read ROI [40700:45700, 48368:52368, 8368:12368] (5000, 4000, 4000) and write ROI [40700:45700, 48368:52368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4299 with read ROI [40700:45700, 52368:56368, 28368:32368] (5000, 4000, 4000) and write ROI [40700:45700, 52368:56368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3560 with read ROI [40700:45700, 60368:63624, 12368:16368] (5000, 3256, 4000) and write ROI [40700:45700, 60368:63624, 12368:16368] (5000, 3256, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1594 with read ROI [45700:50700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [45700:50700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2664 with read ROI [45700:50700, 4368:8368, 56368:60368] (5000, 4000, 4000) and write ROI [45700:50700, 4368:8368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1227 with read ROI [45700:50700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1430 with read ROI [45700:50700, 16368:20368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 16368:20368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/945 with read ROI [45700:50700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [45700:50700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2169 with read ROI [45700:50700, 28368:32368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 28368:32368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4657 with read ROI [45700:50700, 32368:36368, 48368:52368] (5000, 4000, 4000) and write ROI [45700:50700, 32368:36368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1970 with read ROI [45700:50700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [45700:50700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/7339 with read ROI [45700:50700, 40368:44368, 60368:63624] (5000, 4000, 3256) and write ROI [45700:50700, 40368:44368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/3516 with read ROI [45700:50700, 48368:52368, 20368:24368] (5000, 4000, 4000) and write ROI [45700:50700, 48368:52368, 20368:24368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/4322 with read ROI [45700:50700, 52368:56368, 24368:28368] (5000, 4000, 4000) and write ROI [45700:50700, 52368:56368, 24368:28368] (5000, 4000, 4000)
